ngram,freq
health_NOUN,48964809
heard_VERB,48895314
idea_NOUN,48863784
change_NOUN,48739840
provide_VERB,48684017
history_NOUN,48608888
held_VERB,48224420
behind_ADP,48194439
terms_NOUN,48154184
word_NOUN,48075336
money_NOUN,47908592
became_VERB,47906334
toward_ADP,47760926
better_ADJ,47663816
R._NOUN,47623991
open_ADJ,47619625
C._NOUN,47459379
effect_NOUN,47362633
nature_NOUN,47350678
needed_VERB,47342744
itself_PRON,47297641
period_NOUN,47240748
true_ADJ,47228647
love_NOUN,47187957
b_NOUN,47171526
work_VERB,47170376
free_ADJ,47168041
looking_VERB,46862576
So_ADV,46847188
per_ADP,46667270
themselves_PRON,46508639
light_NOUN,46297352
results_NOUN,46084565
real_ADJ,46068232
understand_VERB,45963319
believe_VERB,45911221
air_NOUN,45821166
available_ADJ,45539080
section_NOUN,45516584
energy_NOUN,45514037
specific_ADJ,45404142
experience_NOUN,45402488
interest_NOUN,45351106
Now_ADV,45337071
Why_ADV,45103285
position_NOUN,45093622
says_VERB,45016328
Not_ADV,44866041
black_ADJ,44860422
rights_NOUN,44853014
By_ADP,44657554
first_ADV,44648809
matter_NOUN,44571064
language_NOUN,44470358
especially_ADV,44419929
short_ADJ,44367807
food_NOUN,44363696
action_NOUN,44350447
approach_NOUN,44184963
See_VERB,44156624
war_NOUN,44066749
long_ADV,44047119
five_NUM,43917874
view_NOUN,43875537
economic_ADJ,43780528
cases_NOUN,43638961
rate_NOUN,43618759
include_VERB,43564416
patients_NOUN,43499517
quite_ADV,43442607
reason_NOUN,43355109
right_NOUN,43217868
D._NOUN,43183309
The_NOUN,43097235
clear_ADJ,43073909
systems_NOUN,42962248
evidence_NOUN,42903210
Some_DET,42877365
someone_NOUN,42791401
single_ADJ,42756795
Mr._NOUN,42693224
space_NOUN,42572703
everything_NOUN,42547379
community_NOUN,42460045
company_NOUN,42439961
table_NOUN,42392979
c_NOUN,42388505
field_NOUN,42324592
members_NOUN,42300633
No_DET,42260062
started_VERB,42250437
function_NOUN,42124255
self_NOUN,42026348
city_NOUN,42001081
shown_VERB,41944056
age_NOUN,41916303
type_NOUN,41911945
above_ADP,41910404
groups_NOUN,41750749
Journal_NOUN,41501742
various_ADJ,41284594
relationship_NOUN,41183650
similar_ADJ,41156597
policy_NOUN,41145621
conditions_NOUN,41145313
care_NOUN,41058241
problems_NOUN,41004739
chapter_NOUN,40963883
B_NOUN,40945290
service_NOUN,40941260
blood_NOUN,40875971
due_ADJ,40772024
brought_VERB,40753524
ways_NOUN,40638400
non_ADJ,40535685
considered_VERB,40487255
de_X,40454416
pp._NOUN,40452316
treatment_NOUN,40442180
working_VERB,40295947
result_NOUN,40228264
mean_VERB,40198863
management_NOUN,40185742
less_ADJ,40156502
read_VERB,40147938
required_VERB,40086725
soon_ADV,40076286
story_NOUN,39888757
necessary_ADJ,39880744
big_ADJ,39778175
risk_NOUN,39702624
right_ADV,39606355
market_NOUN,39597155
higher_ADJ,39536805
show_VERB,39514087
herself_PRON,39509095
studies_NOUN,39410533
party_NOUN,39297952
education_NOUN,39205501
From_ADP,39038758
support_NOUN,39018125
theory_NOUN,38995648
thus_ADV,38968946
taking_VERB,38739994
changes_NOUN,38643766
usually_ADV,38636722
attention_NOUN,38577610
over_PRT,38397296
questions_NOUN,38311291
State_NOUN,38133686
trying_VERB,38028004
English_NOUN,37983087
feet_NOUN,37966480
morning_NOUN,37886882
L._NOUN,37875711
leave_VERB,37826147
major_ADJ,37778562
American_NOUN,37774832
makes_VERB,37726061
land_NOUN,37688794
strong_ADJ,37596808
method_NOUN,37542645
therefore_ADV,37512067
class_NOUN,37504612
effects_NOUN,37447818
practice_NOUN,37435029
structure_NOUN,37427015
probably_ADV,37387037
hard_ADJ,37361799
lot_NOUN,37340608
ask_VERB,37323399
else_ADV,37273159
whose_PRON,37201051
values_NOUN,37068776
main_ADJ,37021008
myself_PRON,36999484
response_NOUN,36966950
stood_VERB,36837306
like_VERB,36812429
car_NOUN,36646720
production_NOUN,36523895
Although_ADP,36513057
present_ADJ,36500098
provided_VERB,36391272
countries_NOUN,36285667
Yes_X,36257540
hours_NOUN,36226589
minutes_NOUN,36199007
services_NOUN,36156920
ground_NOUN,35912530
although_ADP,35824373
national_ADJ,35801220
While_ADP,35742524
performance_NOUN,35739016
Lord_NOUN,35695730
American_ADJ,35654683
less_ADV,35570628
tried_VERB,35532512
Of_ADP,35466868
E._NOUN,35454825
friends_NOUN,35378377
simply_ADV,35368896
activity_NOUN,35340116
lost_VERB,35333396
up_ADP,35266725
coming_VERB,35264025
hair_NOUN,35233434
significant_ADJ,35211559
hear_VERB,35174017
bed_NOUN,34917576
areas_NOUN,34812668
alone_ADV,34720037
friend_NOUN,34696898
job_NOUN,34639835
one_PRON,34608974
son_NOUN,34597458
Is_VERB,34564330
personal_ADJ,34518027
getting_VERB,34453047
need_NOUN,34449533
percent_NOUN,34339896
followed_VERB,34331848
natural_ADJ,34301291
front_NOUN,34283531
society_NOUN,34279769
material_NOUN,34245331
World_NOUN,34245093
situation_NOUN,34232943
months_NOUN,34227052
difficult_ADJ,34215184
seems_VERB,34155183
D_NOUN,34123885
described_VERB,34077690
decision_NOUN,34008143
National_NOUN,33971719
J_NOUN,33905958
Jesus_NOUN,33894874
gone_VERB,33893887
growth_NOUN,33833131
century_NOUN,33830757
B._NOUN,33825400
live_VERB,33814881
towards_ADP,33740425
Oh_X,33730553
issues_NOUN,33700449
e_NOUN,33601286
perhaps_ADV,33592147
P._NOUN,33554328
actually_ADV,33535771
surface_NOUN,33477590
Even_ADV,33436417
cells_NOUN,33389760
physical_ADJ,33324225
current_ADJ,33233583
wife_NOUN,33124213
T_NOUN,33110284
girl_NOUN,33089295
in_PRT,33053691
levels_NOUN,32854230
third_ADJ,32836979
i_PRON,32822708
sat_VERB,32812537
back_NOUN,32759921
e.g._X,32746834
call_VERB,32709253
activities_NOUN,32674993
parents_NOUN,32652381
addition_NOUN,32636943
associated_VERB,32492144
culture_NOUN,32401586
continued_VERB,32355641
H._NOUN,32323632
means_VERB,32290029
international_ADJ,32158764
Thus_ADV,32137762
project_NOUN,32114424
bring_VERB,32104082
size_NOUN,31947049
kept_VERB,31944423
sometimes_ADV,31925086
cell_NOUN,31915970
pain_NOUN,31899134
x_NOUN,31856365
program_NOUN,31833071
arms_NOUN,31800379
amount_NOUN,31652336
moved_VERB,31633482
Let_VERB,31593937
disease_NOUN,31554176
paper_NOUN,31521440
likely_ADJ,31501118
today_NOUN,31415822
states_NOUN,31407043
greater_ADJ,31402253
force_NOUN,31366024
try_VERB,31362119
means_NOUN,31290427
bad_ADJ,31279976
S_NOUN,31272066
account_NOUN,31264089
written_VERB,31260868
mouth_NOUN,31204162
rest_NOUN,31194880
individual_ADJ,31194668
office_NOUN,31119744
involved_VERB,31111475
design_NOUN,31068557
quickly_ADV,31046568
particularly_ADV,31023478
lower_ADJ,30989230
population_NOUN,30984490
special_ADJ,30903867
happened_VERB,30715386
increased_VERB,30683942
property_NOUN,30624119
term_NOUN,30557450
fire_NOUN,30522754
image_NOUN,30479805
reached_VERB,30434074
International_NOUN,30392982
private_ADJ,30385467
walked_VERB,30339818
range_NOUN,30338543
M_NOUN,30334357
test_NOUN,30305673
led_VERB,30300108
quality_NOUN,30234463
around_ADV,30232820
set_NOUN,30201156
whom_PRON,30119466
factors_NOUN,30018463
meet_VERB,29966313
met_VERB,29938707
beyond_ADP,29918747
cultural_ADJ,29849920
G._NOUN,29830982
dark_ADJ,29727394
War_NOUN,29699701
sent_VERB,29681491
truth_NOUN,29654960
America_NOUN,29619067
positive_ADJ,29587594
plan_NOUN,29471821
financial_ADJ,29407336
longer_ADV,29393469
events_NOUN,29373708
context_NOUN,29343207
II_NOUN,29328499
movement_NOUN,29295062
text_NOUN,29287369
loss_NOUN,29240909
seem_VERB,29168587
remember_VERB,29115423
comes_VERB,29111184
instead_ADV,28979380
pressure_NOUN,28958904
move_VERB,28946059
developed_VERB,28915977
expression_NOUN,28869921
poor_ADJ,28858117
create_VERB,28826528
Your_PRON,28816313
simple_ADJ,28802452
six_NUM,28801698
P_NOUN,28730405
such_DET,28690070
basis_NOUN,28690000
added_VERB,28576619
No_X,28567710
content_NOUN,28522068
deep_ADJ,28493344
wrong_ADJ,28479433
Act_NOUN,28479143
near_ADP,28472501
presence_NOUN,28462340
effective_ADJ,28432063
according_VERB,28417194
source_NOUN,28409074
China_NOUN,28400380
change_VERB,28363768
R_NOUN,28358823
red_ADJ,28309827
resources_NOUN,28294185
court_NOUN,28290904
team_NOUN,28221236
ready_ADJ,28203892
Research_NOUN,28180096
individuals_NOUN,28103046
dead_ADJ,28070947
security_NOUN,28067259
difference_NOUN,28060989
floor_NOUN,28058510
opened_VERB,28054953
Just_ADV,28044469
received_VERB,28015398
environment_NOUN,27973138
building_NOUN,27954794
learning_NOUN,27935740
talk_VERB,27924474
product_NOUN,27915919
methods_NOUN,27906206
town_NOUN,27892496
behavior_NOUN,27880557
consider_VERB,27838972
cost_NOUN,27816284
saying_VERB,27790079
types_NOUN,27765369
nor_CONJ,27708678
down_ADP,27654925
based_ADJ,27634598
out_ADV,27584607
forms_NOUN,27566370
patient_NOUN,27502780
legal_ADJ,27498037
better_ADV,27493894
E_NOUN,27423550
no_ADV,27373331
related_VERB,27365542
purpose_NOUN,27303483
anyone_NOUN,27284401
s_VERB,27266517
Because_ADP,27222494
ability_NOUN,27167362
everyone_NOUN,27097533
normal_ADJ,27093907
pulled_VERB,27027980
final_ADJ,27015627
South_NOUN,26959265
training_NOUN,26934441
Fig_NOUN,26860753
total_ADJ,26850898
finally_ADV,26833540
understanding_NOUN,26826892
generally_ADV,26802407
expected_VERB,26801836
bit_NOUN,26744396
wall_NOUN,26705258
W._NOUN,26688303
music_NOUN,26662732
David_NOUN,26635303
late_ADJ,26629603
run_VERB,26583565
application_NOUN,26553049
thinking_VERB,26532624
forward_ADV,26472146
speak_VERB,26461363
issue_NOUN,26459429
passed_VERB,26394923
created_VERB,26381690
directly_ADV,26324356
shows_VERB,26262830
Here_ADV,26235204
James_NOUN,26230083
below_ADP,26207343
church_NOUN,26111367
access_NOUN,25890388
provides_VERB,25877548
love_VERB,25799944
easy_ADJ,25772191
half_NOUN,25732291
direction_NOUN,25639141
worked_VERB,25628852
reported_VERB,25627198
modern_ADJ,25615834
series_NOUN,25611069
takes_VERB,25577383
turn_VERB,25505471
start_VERB,25482853
week_NOUN,25467795
boy_NOUN,25461025
products_NOUN,25442510
stop_VERB,25417504
brother_NOUN,25409648
about_ADV,25404708
allow_VERB,25362597
respect_NOUN,25343299
defined_VERB,25343112
appropriate_ADJ,25335346
May_NOUN,25326938
impact_NOUN,25280504
rules_NOUN,25280048
T._NOUN,25229674
K._NOUN,25206432
road_NOUN,25186510
further_ADJ,25131810
skin_NOUN,25109987
points_NOUN,25100637
step_NOUN,25095369
decided_VERB,25066129
eye_NOUN,25058074
window_NOUN,25044454
meant_VERB,25017052
yourself_PRON,25013802
art_NOUN,25011339
arm_NOUN,24994437
clearly_ADV,24939809
parts_NOUN,24935834
organization_NOUN,24915995
further_ADV,24910257
hold_VERB,24900443
included_VERB,24874146
military_ADJ,24869615
stay_VERB,24851082
critical_ADJ,24842671
report_NOUN,24821527
additional_ADJ,24798389
learn_VERB,24795960
stage_NOUN,24790225
Paul_NOUN,24782045
play_VERB,24717766
religious_ADJ,24656965
published_VERB,24648817
established_VERB,24599219
entire_ADJ,24566018
phone_NOUN,24546897
lines_NOUN,24522037
answer_NOUN,24520852
look_NOUN,24514416
wide_ADJ,24497079
King_NOUN,24493899
processes_NOUN,24469741
follow_VERB,24408185
top_NOUN,24397100
news_NOUN,24374791
complex_ADJ,24334254
thought_NOUN,24333571
original_ADJ,24303009
ideas_NOUN,24287901
elements_NOUN,24283923
Europe_NOUN,24280685
ago_ADV,24274603
stopped_VERB,24251592
So_ADP,24231388
choice_NOUN,24225336
species_NOUN,24186365
placed_VERB,24175358
capital_NOUN,24138709
condition_NOUN,24128922
price_NOUN,24111561
media_NOUN,24076932
game_NOUN,24035536
solution_NOUN,24026708
Or_CONJ,23995216
letter_NOUN,23970731
recent_ADJ,23966991
m_NOUN,23965505
before_ADV,23932551
Christ_NOUN,23926013
ten_NUM,23896878
region_NOUN,23876182
immediately_ADV,23866944
close_ADV,23820940
list_NOUN,23809892
wrote_VERB,23786716
distance_NOUN,23765685
n_CONJ,23754702
OF_ADP,23710328
police_NOUN,23707323
Since_ADP,23705759
million_NUM,23685153
returned_VERB,23652568
future_NOUN,23628060
twenty_NUM,23618058
foreign_ADJ,23603085
key_ADJ,23466337
appear_VERB,23464465
memory_NOUN,23440946
lives_NOUN,23439020
subject_NOUN,23403287
models_NOUN,23375435
smile_NOUN,23356332
happy_ADJ,23327644
H_NOUN,23306127
object_NOUN,23274288
status_NOUN,23270004
concept_NOUN,23248283
onto_ADP,23223696
Many_ADJ,23216586
weight_NOUN,23215938
presented_VERB,23193465
technology_NOUN,23185599
direct_ADJ,23156718
trade_NOUN,23148024
Are_VERB,23131192
global_ADJ,23097870
England_NOUN,23080393
giving_VERB,23072220
allowed_VERB,23071152
Court_NOUN,23006547
distribution_NOUN,22991202
oil_NOUN,22983574
character_NOUN,22931966
inside_ADP,22903219
husband_NOUN,22899229
books_NOUN,22870951
X_NOUN,22852233
L_NOUN,22844145
medical_ADJ,22816245
authority_NOUN,22802689
changed_VERB,22800897
carried_VERB,22786190
site_NOUN,22738126
fine_ADJ,22712409
little_ADV,22667782
Where_ADV,22654197
central_ADJ,22638734
previous_ADJ,22634439
success_NOUN,22625502
appeared_VERB,22611515
brain_NOUN,22595581
Department_NOUN,22591662
pay_VERB,22588672
temperature_NOUN,22576584
income_NOUN,22568183
discussion_NOUN,22556724
negative_ADJ,22543571
weeks_NOUN,22492742
hour_NOUN,22486082
event_NOUN,22423085
Law_NOUN,22409818
basic_ADJ,22409612
discussed_VERB,22400630
June_NOUN,22383735
well_ADJ,22354873
strength_NOUN,22354253
throughout_ADP,22352425
except_ADP,22324529
F._NOUN,22321462
date_NOUN,22316403
showed_VERB,22309157
produced_VERB,22275666
sound_NOUN,22260695
earth_NOUN,22260008
smiled_VERB,22259339
Bible_NOUN,22251100
died_VERB,22229442
talking_VERB,22222053
degree_NOUN,22205778
easily_ADV,22178147
chance_NOUN,22127157
General_NOUN,22116337
Who_PRON,22108924
becomes_VERB,22081457
cold_ADJ,22077661
science_NOUN,22064012
North_NOUN,22059168
costs_NOUN,21976645
rule_NOUN,21973017
off_ADP,21962764
page_NOUN,21951295
continue_VERB,21939724
importance_NOUN,21937570
network_NOUN,21923236
ones_NOUN,21888016
completely_ADV,21841620
meaning_NOUN,21804147
ran_VERB,21798212
primary_ADJ,21790140
breath_NOUN,21752253
heat_NOUN,21717848
determined_VERB,21706520
running_VERB,21691429
actions_NOUN,21686502
fell_VERB,21666594
flow_NOUN,21653155
past_NOUN,21647648
beautiful_ADJ,21643889
lead_VERB,21608559
influence_NOUN,21590037
Our_PRON,21585567
industry_NOUN,21554947
obtained_VERB,21539114
differences_NOUN,21530633
indeed_ADV,21508164
develop_VERB,21460617
nearly_ADV,21451535
potential_ADJ,21449580
larger_ADJ,21398041
identity_NOUN,21386475
communication_NOUN,21380200
workers_NOUN,21349263
raised_VERB,21303719
hundred_NUM,21287489
couple_NOUN,21285118
Cambridge_NOUN,21277538
fear_NOUN,21252763
et_CONJ,21185446
what_DET,21182741
AND_CONJ,21180779
contact_NOUN,21143823
length_NOUN,21112554
features_NOUN,21104255
student_NOUN,21098200
India_NOUN,21096690
moving_VERB,21095601
former_ADJ,21046561
compared_VERB,21041639
member_NOUN,21039009
complete_ADJ,20988214
N_NOUN,20970112
nodded_VERB,20964411
steps_NOUN,20953036
numbers_NOUN,20937735
traditional_ADJ,20937669
July_NOUN,20931154
instance_NOUN,20902731
THE_DET,20852937
History_NOUN,20845381
exactly_ADV,20811608
Oxford_NOUN,20804189
waiting_VERB,20792517
gives_VERB,20773779
practices_NOUN,20766754
active_ADJ,20753994
sort_NOUN,20751741
daughter_NOUN,20726412
reality_NOUN,20703492
hot_ADJ,20699283
cut_VERB,20688642
William_NOUN,20682523
manner_NOUN,20681733
sea_NOUN,20642546
task_NOUN,20633931
require_VERB,20631881
highly_ADV,20626617
volume_NOUN,20616411
George_NOUN,20600169
phase_NOUN,20588171
skills_NOUN,20554526
Washington_NOUN,20551668
mass_NOUN,20474581
caused_VERB,20457970
March_NOUN,20456999
reasons_NOUN,20451265
Table_NOUN,20442796
applied_VERB,20433062
help_NOUN,20421120
West_NOUN,20412185
slowly_ADV,20405779
factor_NOUN,20389658
either_DET,20358045
serious_ADJ,20348060
multiple_ADJ,20327120
certainly_ADV,20314891
lips_NOUN,20283517
Health_NOUN,20281620
no_X,20279785
useful_ADJ,20274855
opportunity_NOUN,20262434
king_NOUN,20197246
House_NOUN,20153235
companies_NOUN,20132844
box_NOUN,20131086
appears_VERB,20114062
faith_NOUN,20103292
needs_NOUN,20102454
figure_NOUN,20097822
begin_VERB,20093915
offered_VERB,20092728
Science_NOUN,20085130
remain_VERB,20083396
materials_NOUN,20060484
outside_ADP,20051693
F_NOUN,20047687
closed_VERB,20013112
living_NOUN,19995981
staff_NOUN,19980864
paid_VERB,19970286
requirements_NOUN,19967656
ed_ADJ,19966456
forces_NOUN,19958048
tax_NOUN,19912246
glass_NOUN,19907876
Their_PRON,19905012
caught_VERB,19900500
Mrs._NOUN,19889911
relations_NOUN,19813797
lack_NOUN,19804735
write_VERB,19800748
spent_VERB,19763715
O_NOUN,19762664
follows_VERB,19760156
relationships_NOUN,19745989
Such_ADJ,19727627
statement_NOUN,19704422
observed_VERB,19696957
path_NOUN,19695223
noted_VERB,19670015
author_NOUN,19669872
leaving_VERB,19648263
blue_ADJ,19633625
spoke_VERB,19629922
living_VERB,19629807
lived_VERB,19625526
capacity_NOUN,19623251
film_NOUN,19616482
future_ADJ,19611549
failure_NOUN,19597976
de_NOUN,19593415
explain_VERB,19576558
initial_ADJ,19560778
fully_ADV,19536093
thoughts_NOUN,19519978
g_NOUN,19490749
determine_VERB,19482604
reference_NOUN,19481313
suddenly_ADV,19465769
needs_VERB,19462972
requires_VERB,19460155
occur_VERB,19445647
Two_NUM,19412920
programs_NOUN,19388510
April_NOUN,19379511
built_VERB,19362594
France_NOUN,19360960
replied_VERB,19343732
literature_NOUN,19342322
properties_NOUN,19339824
review_NOUN,19334318
Did_VERB,19314653
produce_VERB,19304209
effort_NOUN,19282421
remained_VERB,19282216
lay_VERB,19266654
extent_NOUN,19265959
functions_NOUN,19261546
rates_NOUN,19226002
older_ADJ,19224163
proposed_VERB,19211201
Another_DET,19207476
baby_NOUN,19204826
relation_NOUN,19152603
moral_ADJ,19150195
tree_NOUN,19148148
Section_NOUN,19136673
year_ADJ,19118622
like_ADJ,19087299
shook_VERB,19082395
meeting_NOUN,19078246
sex_NOUN,19073889
Maybe_ADV,19054230
goes_VERB,19045187
Once_ADV,19034349
stand_VERB,19024448
identified_VERB,19017892
feeling_NOUN,19000481
